ID,Nhóm,Điểm tổng,Điểm tối đa,Điểm quy đổi,unittest,statements about dict,binary mode,Inheritance three levels,lt operator,person print,add,copy list,dict sort,high order lambda,inher init,lambda sum,lambda vector,list mutation,lambda module,max sub,recursive,eq overload,try block,Multiple Choice,tuple vs list,string operations,module contents,package contents,Primes,Sequence,Matrix,BankAccount,testing approaches,unittest,dict access,dict def,dict for keys,else part,except statements,exception object,finally block,handling keyword,IOError,multiple exception,standard exception,inf try except,close file,dump,open mode,pickle,default params,function call,local scope,debug,syntax,list append,list count,list def,module,module extension,package caller,package is a dir,same module name,import statement,digit counter,lower counter,upper counter,replace str,breakline,str convertion,str mulp,string funcs,str len,for loop,while break,while break (copy),list comp,list expansion,list number comp,list str comp,ABC module,abstract keyword,class method,inher init,object,object init,add overload,equal overload,less operator,inheritance,inheritance (copy),inheritance (copy) (copy),inhe init,inhe init (copy),inhe init (copy) (copy),loop str,loop str (copy),loop str (copy) (copy)
40232,Kíp 1,14.5,90,16.11,0,0,0,1,0,0,1,0,Chưa làm,0,Chưa làm,0,1,0,Chưa làm,Chưa làm,0,1,0,0,1,Chưa làm,0,0,0,Chưa làm,Chưa làm,Chưa làm,0.5,Không có,1,1,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,0,1,1,Không có,0,Không có,Không có,0,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,0,Không có,0,0,Không có,Không có,0,Không có,Không có,Không có,Không có,0,Không có,Không có,0,Không có,1,Không có,0,Không có,0,1,Không có,Không có,Không có,Không có,0,Không có,0,Không có,Không có,Không có,0,Không có,Không có,0,Không có
40233,Kíp 1,19.75,90,21.94,Chưa làm,0.25,Chưa làm,Chưa làm,Chưa làm,Chưa làm,1,1,Chưa làm,0,Chưa làm,Chưa làm,Chưa làm,0,Chưa làm,Chưa làm,Chưa làm,Chưa làm,Chưa làm,Chưa làm,1,1,0.5,0,5,0,Chưa làm,Chưa làm,Không có,1,Không có,0,1,Không có,Không có,0,0,Không có,Không có,Không có,Không có,0,Không có,0,0,Không có,Không có,1,Không có,Không có,1,Không có,0,Không có,Không có,1,0,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,0,1,Không có,Không có,Không có,Chưa làm,0,Không có,Không có,0,Không có,Chưa làm,Không có,Không có,Không có,Chưa làm,Không có,Không có,Không có,1,0,Không có,Không có,Không có,Không có,0
40234,Kíp 1,40.83,90,45.37,0,0.5,0,0,1,1,1,Chưa làm,Chưa làm,1,1,0,1,1,Chưa làm,Chưa làm,1,1,1,0,1,Chưa làm,1,0,10,3.3299999999999996,Chưa làm,Chưa làm,Không có,0,0,1,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,0,0,0,Không có,Không có,0,Không có,Không có,0,1,Không có,1,Không có,Không có,0,1,Không có,1,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,1,1,Không có,0,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Chưa làm
40235,Kíp 1,21.75,90,24.17,0,1,0,1,1,0,1,0,Chưa làm,Chưa làm,Chưa làm,Chưa làm,Chưa làm,Chưa làm,0,Chưa làm,1,1,0,0,1,Chưa làm,1,0.25,Chưa làm,Chưa làm,Chưa làm,Chưa làm,0.5,Không có,0,Không có,1,Không có,Không có,Không có,0,1,Không có,Không có,Không có,1,1,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,1,Không có,0,1,Không có,Không có,1,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,0,Không có,Không có,0,Không có,0,0,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Chưa làm,Không có,Không có,Không có,Chưa làm,Không có,0,Không có,Không có
40236,Kíp 1,43.83,90,48.7,1,0.5,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0.5,0.5,10,3.3299999999999996,Chưa làm,0,0,Không có,Không có,1,1,0,Không có,Không có,0,Không có,Không có,Không có,Không có,0,1,Không có,Không có,1,Không có,Không có,1,1,Không có,1,Không có,Không có,1,1,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,1,Không có,Không có,1,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,0,Không có,Không có,0,Không có,Không có,1,Không có,Không có,1,Không có,Không có
40237,Kíp 1,48.58,90,53.98,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,Chưa làm,1,1,1,0,0,Chưa làm,1,0.25,10,3.3299999999999996,0,0,0,Không có,1,1,Không có,0,Không có,Không có,Không có,Không có,Không có,Không có,0,0,1,Không có,Không có,0,1,Không có,Không có,1,Không có,Không có,1,Không có,1,1,Không có,Không có,Không có,Chưa làm,Không có,Không có,1,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,1,Không có,0,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,Không có,Không có,0,Không có
40238,Kíp 1,34.25,90,38.06,1,0.5,1,1,1,1,1,0,1,1,Chưa làm,0,1,0,Chưa làm,Chưa làm,1,1,1,1,1,Chưa làm,0,0.25,2.5,Chưa làm,Chưa làm,Chưa làm,Không có,0,1,1,Không có,0,0,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,1,1,Không có,0,Không có,Không có,1,Không có,Không có,0,Không có,0,Không có,0,0,Không có,Không có,1,Không có,Không có,1,1,Không có,Không có,Không có,Không có,Không có,Không có,1,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,0,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có
40239,Kíp 1,18.5,90,20.56,1,0.5,0,1,0,1,1,0,0,Chưa làm,0,0,1,0,Chưa làm,0,1,1,0,1,1,1,0,0,0,0,Chưa làm,Chưa làm,Không có,0,0,0,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có,0,1,Không có,Không có,0,Không có,Không có,0,1,Không có,Không có,Không có,1,0,1,Không có,Không có,0,Không có,0,Không có,Không có,0,Không có,Không có,Không có,Không có,1,0,Không có,Không có,1,1,Không có,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có,0,Không có,0,Không có,Không có,Không có,1
40240,Kíp 1,36,90,40,1,1,1,1,1,1,1,1,1,1,0,0,1,1,Chưa làm,Chưa làm,1,1,1,0,1,0,1,0,2.5,Chưa làm,Chưa làm,Chưa làm,0.5,Không có,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,1,0,1,1,Không có,1,Không có,Không có,Không có,1,1,Không có,Không có,0,Không có,1,Không có,Không có,0,1,Không có,Không có,0,Không có,0,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,0,1,Không có,1,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,0,0,Không có,Không có,Không có,1,Không có
40241,Kíp 1,20.5,90,22.78,1,0.5,1,0,1,0,1,0,Chưa làm,1,Chưa làm,1,Chưa làm,0,Chưa làm,0,1,0,Chưa làm,1,0,0,0,0,Chưa làm,Chưa làm,Chưa làm,Chưa làm,Không có,1,Không có,1,1,Không có,0,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có,0,0,Không có,1,Không có,Không có,1,Không có,Không có,1,0,1,0,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,0,Không có,Không có,0,Không có,0,0,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có,Không có,1,Không có,1,Không có,Không có
40242,Kíp 1,40.5,90,45,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,Chưa làm,1,1,1,0,1,0,0,0,7.5,0,Chưa làm,Chưa làm,Không có,1,1,Không có,1,Không có,0,Không có,Không có,Không có,Không có,Không có,1,1,Không có,Không có,1,0,Không có,Không có,1,1,Không có,Không có,Không có,1,1,0,1,Không có,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,1,Không có,Không có,Chưa làm,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,1,Không có,Không có
40243,Kíp 1,Chưa làm,40,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm,Chưa làm,Chưa làm,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
40244,Kíp 1,19.5,90,21.67,Chưa làm,0.5,Chưa làm,0,0,0,1,0,Chưa làm,1,Chưa làm,Chưa làm,Chưa làm,0,1,1,1,1,1,0,0,Chưa làm,0,0,0,Chưa làm,Chưa làm,Chưa làm,Không có,0,Không có,1,1,Không có,1,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,0,0,Không có,1,Không có,1,Không có,Không có,0,Không có,Chưa làm,Không có,0,Không có,1,Không có,Không có,0,Không có,1,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,Không có,1,0,0,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,0,Không có,Không có,Chưa làm,Không có,Không có
41973,Kíp 1,82,90,91.11,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0.5,0.5,10,10,10,10,1,Không có,Không có,1,1,0,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,1,Không có,1,Không có,Không có,1,1,Không có,Không có,1,Không có,1,1,Không có,Không có,Không có,Không có,1,0,Không có,Không có,Không có,1,Không có,Không có,Không có,1,1,1,Không có,Không có,Không có,1,Không có,0,Không có,Không có,1,Không có,Không có,1,Không có,Không có,0,Không có,Không có,1,Không có,Không có
41974,Kíp 1,47.5,90,52.78,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,Chưa làm,1,1,1,1,Chưa làm,0,1,Chưa làm,10,0,Chưa làm,0,0.5,Không có,Không có,1,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,0,1,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,1,1,Không có,Không có,0,Không có,1,Không có,Không có,1,1,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,1,0,Không có,Không có,Không có,0,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,0,Không có
41975,Kíp 1,39.75,90,44.17,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,Chưa làm,1,1,0,0,0,0,0.5,0.25,10,0,0,Chưa làm,0,Không có,1,1,Không có,Không có,Không có,Không có,Không có,Không có,Không có,0,0,0,Không có,0,0,Không có,Không có,Không có,1,1,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,1,Không có,Không có,1,1,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,1,1,Không có,0,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,0,Không có,1,Không có,Không có,1,Không có
41976,Kíp 1,72,90,80,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,10,10,Chưa làm,10,1,Không có,1,1,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,0,1,Không có,Không có,1,Không có,1,Không có,Không có,1,1,Không có,Không có,1,1,0,Không có,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,0,1,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1
41977,Kíp 1,47.5,90,52.78,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0.5,10,0,Chưa làm,Chưa làm,1,Không có,1,Không có,1,Không có,0,Không có,Không có,Không có,1,Không có,Không có,0,Không có,0,0,Không có,Không có,Không có,1,1,Không có,Không có,0,Không có,1,1,Không có,Không có,1,Không có,1,Không có,Không có,0,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,1,Không có,1,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,0,Không có,Không có,Không có,1
42098,Kíp 1,34.25,90,38.06,1,0.25,0,0,1,1,1,1,1,1,0,0,1,0,1,Chưa làm,1,1,1,0,1,0,0,1,2.5,0,Chưa làm,Chưa làm,0.5,Không có,1,1,Không có,Không có,0,Không có,Không có,Không có,Không có,Không có,0,0,1,Không có,0,Không có,Không có,Không có,1,1,Không có,Không có,Không có,1,Không có,1,0,0,Không có,Không có,Không có,1,Không có,1,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,0,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,1,1,Không có,Không có
42099,Kíp 1,51.5,90,57.22,1,0.5,1,Chưa làm,1,1,1,1,1,1,1,0,1,1,1,Chưa làm,1,1,Chưa làm,0,1,1,0,Chưa làm,10,10,Chưa làm,Chưa làm,0,Không có,Không có,1,1,Không có,Không có,Không có,0,Không có,0,Không có,Không có,0,Không có,0,Không có,1,1,Không có,Không có,Không có,0,1,Không có,Không có,0,Không có,Không có,0,Không có,1,Không có,Không có,1,1,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Chưa làm,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,0,Không có,Không có,Không có,0,Không có
42100,Kíp 1,64.83,90,72.03,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.5,10,3.3299999999999996,0,10,1,Không có,0,1,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,0,1,0,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,0,1,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,0,Không có,1,Không có,1,Không có,Không có
42101,Kíp 1,Chưa làm,40,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm,Chưa làm,Chưa làm,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
42102,Kíp 1,29,90,32.22,0,1,0,0,0,0,1,Chưa làm,1,1,1,0,1,0,1,Chưa làm,1,1,1,0,0,Chưa làm,1,0,2.5,Chưa làm,Chưa làm,Chưa làm,0.5,Không có,0,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,0,0,Không có,0,Không có,1,0,Không có,Không có,Không có,1,Không có,Không có,1,1,1,Không có,Không có,Không có,1,1,Không có,Không có,0,Không có,Không có,Không có,0,Không có,1,Không có,Không có,1,1,Không có,Không có,Không có,0,Không có,0,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,1,1,Không có,Không có
42103,Kíp 1,50,90,55.56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,10,0,Chưa làm,Chưa làm,Không có,1,Không có,1,1,Không có,1,Không có,Không có,Không có,1,Không có,Không có,0,Không có,1,Không có,1,0,Không có,Không có,1,Không có,1,Không có,Không có,1,1,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,1,0,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,0,Không có,Chưa làm,Không có
42104,Kíp 1,47.08,90,52.31,0,0.25,0,0,1,0,1,1,1,1,1,1,0,1,1,Chưa làm,1,1,1,0,0,0,1,0,2.5,3.3299999999999996,Chưa làm,10,1,Không có,0,1,Không có,Không có,0,0,Không có,Không có,Không có,Không có,Không có,1,1,Không có,Không có,1,Không có,Không có,0,1,Không có,Không có,1,Không có,Không có,Không có,1,0,Không có,1,Không có,Không có,1,0,1,Không có,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,0,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,1,0,Không có,Không có,1,Không có,Không có
42105,Kíp 1,47.58,90,52.87,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,Chưa làm,1,1,1,Chưa làm,1,1,0,0.25,10,0,3.3299999999999996,0,1,Không có,Không có,0,0,Không có,Không có,Không có,0,Không có,1,Không có,Không có,1,Không có,Không có,0,0,0,Không có,Không có,1,Không có,Không có,0,Không có,0,Không có,0,0,Không có,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,0,Không có,1,Không có,1,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,Không có
42106,Kíp 1,44,90,48.89,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0.5,0.5,10,Chưa làm,Chưa làm,Chưa làm,1,Không có,1,Không có,0,Không có,Không có,0,Không có,Không có,Không có,0,Không có,0,1,Không có,1,Không có,0,Không có,Không có,1,Không có,Không có,Không có,1,0,1,Không có,0,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,1,Không có,Không có,0,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có
42107,Kíp 1,61,90,67.78,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,10,0,Chưa làm,10,Không có,1,Không có,1,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,1,1,Không có,1,Không có,Không có,0,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Không có,1,1,1,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,1,Không có,1,1,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1
42108,Kíp 1,33,90,36.67,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,Chưa làm,1,0,1,0,0,0,0,0.5,2.5,0,Chưa làm,Chưa làm,1,Không có,1,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Không có,1,1,0,Không có,1,Không có,0,Không có,Không có,Không có,1,Không có,0,Không có,0,Không có,Không có,Không có,0,1,Không có,Không có,1,1,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,1,Không có,Không có,Không có,0,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,0,1,Không có,Không có
42109,Kíp 1,23,90,25.56,1,1,1,1,1,1,1,0,0,Chưa làm,0,0,Chưa làm,Chưa làm,0,0,1,1,1,1,0,Chưa làm,1,0,0,Chưa làm,Chưa làm,Chưa làm,Không có,0,0,1,Không có,Không có,0,1,Không có,Không có,Không có,Không có,Không có,0,1,Không có,Không có,0,Không có,Không có,0,Không có,0,1,Không có,Không có,Không có,Không có,0,Không có,1,0,Không có,Không có,1,1,Không có,Không có,Không có,Không có,1,Không có,0,Không có,Không có,0,Không có,0,Không có,0,0,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,0,1,Không có,Không có,1,Không có,Không có
42110,Kíp 1,67.92,90,75.47,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0.25,10,6.67,Chưa làm,10,1,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,1,1,Không có,1,Không có,1,Không có,1,Không có,Không có,0,Không có,Không có,1,Không có,1,1,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,1,1,Không có,Không có,1,Không có,Không có,Không có,Không có,0,1,Không có,Không có,Không có,Không có,1,1,Không có,Không có
42111,Kíp 1,58.75,90,65.28,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,Chưa làm,1,1,1,0,0,1,1,0.25,10,0,Chưa làm,10,0.5,Không có,1,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,1,1,1,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,0,Không có,Không có,1,Chưa làm,Không có,Không có,1,0,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,1,1,Không có,Không có,1,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,1,Không có,Không có,1,Không có,Không có
42112,Kíp 1,30.75,90,34.17,0,0.25,1,1,1,1,1,0,1,1,0,1,1,1,Chưa làm,0,1,1,0,1,1,Chưa làm,0.5,0,0,0,Chưa làm,Chưa làm,Không có,1,0,1,Không có,0,Không có,1,Không có,Không có,Không có,Không có,Không có,0,0,Không có,1,Không có,Không có,1,Không có,Không có,1,1,Không có,Không có,0,Không có,1,Không có,1,Không có,Không có,Không có,1,0,Không có,Không có,Không có,Không có,1,0,Không có,Không có,1,1,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,0,Không có,0,Không có,Không có,0,Không có
42113,Kíp 1,44.83,90,49.81,1,0.5,1,0,1,1,1,0,1,Chưa làm,Chưa làm,1,1,1,Chưa làm,0,1,0,1,0,1,Chưa làm,1,0,10,3.3299999999999996,Chưa làm,Chưa làm,Không có,0,1,Không có,0,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,0,1,1,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Không có,1,0,1,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,0,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,0,1,Không có,Không có,0,Không có,Không có,1,Không có,Không có
42114,Kíp 1,38,90,42.22,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,Chưa làm,1,0.5,2.5,Chưa làm,Chưa làm,Chưa làm,1,Không có,Không có,1,1,Không có,Không có,Không có,0,1,Không có,Không có,Không có,0,1,Không có,Không có,0,1,Không có,Không có,Không có,0,1,Không có,Không có,Không có,1,Không có,Không có,1,1,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,0,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,1,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có
42115,Kíp 1,50.75,90,56.39,0,0.5,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0.25,10,0,Chưa làm,5,Không có,1,Không có,1,1,Không có,0,0,Không có,Không có,Không có,Không có,Không có,0,1,1,Không có,Không có,1,Không có,Không có,Không có,1,1,Không có,Không có,Không có,1,1,Không có,Không có,1,1,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,1,Không có,1,1,Không có,Không có,Không có,0,Không có,Không có,Không có,1,1,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,Không có,1
42116,Kíp 1,74,90,82.22,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,10,0,10,10,Không có,1,Không có,1,0,1,Không có,Không có,Không có,Không có,Không có,Không có,1,1,Không có,Không có,1,1,Không có,Không có,1,1,Không có,Không có,1,Không có,Không có,1,1,Không có,1,Không có,Không có,0,Không có,1,1,Không có,Không có,Không có,Không có,Không có,Không có,1,1,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,0,Không có,1,Không có,Không có,Không có,Không có,1,1,Không có,Không có
42117,Kíp 1,47,90,52.22,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,Chưa làm,1,1,1,0,0,1,1,0,10,0,0,Chưa làm,1,Không có,Không có,1,1,0,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,0,1,Không có,Không có,Không có,1,Không có,1,Không có,0,Không có,Không có,Không có,Không có,1,1,1,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,1,Không có,Không có,0,Không có,Không có,Không có,1,1,Không có,Không có,Không có,1,Không có,0,Không có,Không có,1,Không có,Không có
42118,Kíp 1,59.5,90,66.11,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0.5,0,10,10,0,Chưa làm,Không có,1,Không có,1,1,Không có,Không có,0,Không có,1,Không có,Không có,Không có,0,Không có,1,1,Không có,1,Không có,Không có,Không có,1,Không có,0,Không có,Không có,Không có,1,Không có,0,1,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,1,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,1,Không có,Không có
42119,Kíp 1,29.75,90,33.06,1,0.5,1,1,0,1,1,1,Chưa làm,1,0,1,1,1,0,Chưa làm,0,1,1,1,0,Chưa làm,0.5,0.25,2.5,Chưa làm,Chưa làm,Chưa làm,0,Không có,1,Không có,0,1,Không có,Không có,0,Không có,Không có,Không có,Không có,0,Không có,0,0,Không có,Không có,Không có,1,1,Không có,Không có,0,Không có,1,Không có,1,0,Không có,Không có,0,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,1,Không có,Không có,Không có,0,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,0,0,Không có,Không có,Không có,1,Không có
42120,Kíp 1,60.75,90,67.5,0,0.5,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0.25,10,10,0,Chưa làm,Không có,1,1,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,0,Không có,1,Không có,Không có,1,Không có,1,1,Không có,Không có,Không có,1,1,Không có,Không có,1,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,1,1,Không có,Không có
42121,Kíp 1,41.75,90,46.39,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0.25,2.5,Chưa làm,Chưa làm,0,1,Không có,Không có,1,0,Không có,0,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,0,Không có,Không có,0,1,Không có,Không có,Không có,1,Không có,1,Không có,0,1,Không có,Không có,Không có,1,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,1,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có
